wid,cleaned_hm,age,gender,marital,parenthood
3223,I played an app qricket live and made it to round 8 which is the highest round I have made it to so far and made 50 cents from it. ,40,f,single,n
3224,"I bought a new smartphone, and it made me happy because it was the complete antithesis to my previous phone, which was incredibly slow and laggy. ",21,m,single,n
3225,I have been sick and today was the first day I could work out again after two weeks,44,m,married,n
3226,I got together with my extended family for Mother's Day after not seeing them for a couple of months.,37,f,single,n
3227,I went and watched a Live Grease production,23,f,single,n
3228,I was offered a job after months of looking,27,m,single,n
3229,One event that made me happy in the last three months was last week. A parent sent a raving good email to my boss about how well I teach. ,32,f,single,n
3230,"Coloring Easter eggs with my son, mom, her friend's kid, and my fiancA(c) at my mom's apartment yesterday. We even painted them and put jewels and glitter on them and made a cool picture frame out of popsicle sticks and a glue gun. It was a lot of fun.",30,f,single,y
3231,I wen to Starbuck in the morning and got a very delicious latte that made my day.,32,m,married,y
3232,I got a corgi puppy for Valentines Day as a total surprise.,32,f,married,n
3233,I was happy when I saw my girlfriend after she had returned from visiting her grandmother for two weeks.,32,m,single,n
3234,I finally got to start season 7 of Shameless after binge watching the entire series 6 months ago.,30,f,married,n
3235,It made me happy to reconcile with my boyfriend. We had been fighting but ended up cuddling and feeling better.,26,f,married,y
3236,I woke up to my wife giving me a huge hug and smile.,28,m,married,y
3237,I hit a royal flush in the casino.,43,m,single,n
3238,I was able to organize at work so that the day would go more smoothly.  ,27,f,single,n
3239,I unexpectedly got the Masters qualification here on Mturk.,33,f,married,y
3241,I downloaded Halo Online on my PC. I played a few games and it made me happy to play my favorite game on my computer.,34,m,married,y
3242,Reading The Passion Test completely in less than a week.,45,f,married,y
3243,"The other day, I went on an excellent date where I really felt chemistry with the person.",23,m,single,n
3244,I had been dealing with a really bad tooth and gum infection and finally recovered after Oral Surgery and haven't felt better in years.,31,m,single,n
3245,"I woke up to my dog jumping on my bed, so I took him for a walk and had a blast.",20,m,single,n
3246,"It made me happy, yesterday, when my oldest daughter brought me a bromeliad, from an art district, she visited in Miami. She FINALLY has a job and has worked enough where she has money after her bills are paid, to buy a pretty, not cheap, plant for her mother. It's the first time, she has seemed like she's getting along well in life and I'm so happy for her, (and me.)",41,f,widowed,y
3247,I found out that my cousin had a baby girl. ,33,f,married,n
3248,We just got back from vacation and it was great to see ny family...extended family.,38,f,married,y
3249,I went to visit my daughter and my granddaughter saw me out the window and ran to open the door first so she could hug me.,60,f,married,y
3250,My son's Birthday party was very exciting. He turned four years old and I was so very happy on his special day.,38,f,separated,y
3251,My family and I booked a week long trip to Scotland and Ireland.,23,m,single,n
3252,"I replaced the flooring in my bathroom, which included removing and reattaching the toilet, and it looks 100 times better!",44,m,separated,n
3253,The thing that made me happiest in the past month was the fulfillment of my lifelong dream of purchasing a condo on the beach.,46,m,divorced,n
3254,A friend took me to lunch today.,56,f,married,n
3255,Last Friday my girlfriend came down from North Jersey to Baltimore to visit me for the weekend.  ,24,m,single,n
3256,When we had celebrated our son 9th birthday. We were together as a family and at a place that my son had loved. ,33,m,married,y
3257,"I was finally able to mow the lawn because it didn't rain, it looks much nicer.",44,m,single,n
3258,I made a good amount of progress in my html course.,24,m,single,n
3259,I was able to get a student an internship and he's working towards a great recommendation letter that will get him into the PhD program he has been eyeing.,28,m,married,n
3260,Went to see my dad and watched him play with my dog. He acts like a kid when she is with him and even ignores the other people in the room sometimes because he is so into playing with her.,49,f,single,y
3261,I had a weekend travel to visit my grandparents last month. It was an emotional and happy get-together after a long time.,31,m,married,y
3262,I played a game with my son and husband. My son was winning and he was very excited each time he got a point. His smile and excitement made me happy.,32,f,married,y
3263,"I made a healthy, delicious meal for my family that everyone enjoyed which made me feel great because I was able to nourish my family and make them feel cared for.",40,f,married,y
3264,It is most memorable moment is when i saw my  best friend. i see her on last ten years.i never thought that i see her again. i never forget this.,34,f,married,y
3265,I took the train from Toronto with my best friend and read comic books the whole time. ,38,f,single,n
3266,I received a call from my boss to tell me that my April Fool's joke that I left for her to find got her and she got a good chuckle out of it.,31,m,married,n
3267,I won a competition that I wasn't expecting to win.,23,m,married,y
3269,"I went to a wedding reception yesterday for a good friend and, in addition to seeing him, I also met several interesting and cool people.",34,f,married,n
3271,I spent time with my brother watching anime and eating my favorite food.,32,m,single,n
3272,When I was putting my 5 year old granddaughter to bed and she reached up to hug me and she told me she loved me and was so happy that I had come over to take care of her. ,53,f,married,y
